project,source_repo,source_path,source_line,type_base,fn,source_visibility,raw_eval_match,raw_pub,raw_concrete,raw_abstract,raw_file,exclusion_reason
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/free.rs,230,,free_block,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/free.rs,281,,free_block_mt,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/free.rs,531,,free_delayed_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/init.rs,73,,heap_init,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/init.rs,275,PageQueue,empty,priv,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/init.rs,292,,pages_tmp,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/init.rs,650,,thread_data_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/init.rs,711,,init_empty_page_ptr,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,202,,calculate_segment_ptr_from_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,266,,calculate_slice_page_ptr_from_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,291,,calculate_page_ptr_subtract_offset,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,333,,calculate_page_start,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,341,,calculate_page_block_at,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/memory-allocator/verified/layout/layout__impl__calculate_page_block_at.rs,included_in_pub_eval_raw
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,382,,segment_page_start_from_slice,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,488,,align_down,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/layout/layout__impl__align_down.rs,included_in_pub_eval_raw
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,527,,align_up,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/layout/layout__impl__align_up.rs,included_in_pub_eval_raw
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,583,SegmentPtr,ptr_segment,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/layout.rs,639,,calculate_start_offset,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/lib.rs,185,,count_size_overflow,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,169,LL,insert_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,347,LL,is_empty,pub,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__is_empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,358,LL,pop_block,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,437,LL,block_write_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,463,LL,new,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,487,LL,empty,pub,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,496,LL,set_ghost_data,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,529,LL,append,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,683,LL,prepend_contiguous_blocks,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,979,LL,make_empty,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1349,,bound_on_2_lists,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1429,,bound_on_1_lists,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1517,ThreadLLSimple,empty,pub,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1604,ThreadLLSimple,take,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1772,ThreadLLWithDelayBits,empty,pub,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1789,ThreadLLWithDelayBits,enable,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1861,ThreadLLWithDelayBits,disable,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,1920,ThreadLLWithDelayBits,check_is_good,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2035,ThreadLLWithDelayBits,take,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2096,,masked_ptr_delay_get_is_use_delayed,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2107,,masked_ptr_delay_get_delay,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2118,,masked_ptr_delay_get_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2133,,masked_ptr_delay_set_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2151,,masked_ptr_delay_set_freeing,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/linked_list.rs,2166,,masked_ptr_delay_set_delay,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,11,,os_alloc_aligned_offset,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,60,,os_good_alloc_size,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,98,,os_alloc_aligned,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,135,,os_mem_alloc_aligned,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,179,,os_mem_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,220,,unix_mmap,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,278,,os_get_aligned_hint,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_alloc.rs,312,,unix_mmapx,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_commit.rs,14,,os_commit,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_commit.rs,38,,os_decommit,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_commit.rs,107,,os_page_align_areax,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_commit.rs,145,,os_commitx,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_mem.rs,12,,get_page_size,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_mem.rs,127,,mmap_prot_none,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_mem.rs,145,,mmap_prot_read_write,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_mem.rs,165,,mprotect_prot_none,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/os_mem.rs,186,,mprotect_prot_read_write,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,27,,find_page,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,54,,find_free_page,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,89,,page_queue_find_free_ex,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,184,,page_fresh,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,205,,page_fresh_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,247,,page_init,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,513,,page_queue_of,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,559,,page_retire,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,597,,page_free,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,618,,page_to_full,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,636,,page_unfull,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/page.rs,654,,page_queue_enqueue_from,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/queues.rs,27,,page_queue_remove,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/queues.rs,218,,page_queue_push,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/queues.rs,396,,page_queue_push_back,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/queues.rs,633,,heap_queue_first_update,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,36,,segment_page_alloc,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,80,,segments_page_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,165,,segment_reclaim_or_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,190,,segments_page_find_and_allocate,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,332,,span_queue_delete,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,492,,segment_slice_split,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,691,,segment_span_allocate,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,920,,segment_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1321,,segment_os_alloc,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1476,,segment_free,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1563,,segment_calculate_slices,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1592,,segment_span_free,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1744,,segment_page_free,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,1769,,segment_page_clear,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/segment.rs,2121,,segment_span_free_coalesce_before,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/thread.rs,75,,thread_id,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,168,AtomicHeapPtr,empty,pub,project_fn_only,pub,concrete_verified_clean,verified,verusage/source-projects/memory-allocator/verified/commit_mask/commit_mask__impl__empty.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,183,AtomicHeapPtr,disable,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,469,PageQueue,clone,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,608,SpanQueueHeader,clone,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1003,HeapPtr,clone,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1023,HeapPtr,get_ref,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1037,HeapPtr,get_pages,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1049,HeapPtr,get_page_count,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1061,HeapPtr,set_page_count,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1076,HeapPtr,get_page_retired_min,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1088,HeapPtr,set_page_retired_min,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1103,HeapPtr,get_page_retired_max,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1115,HeapPtr,set_page_retired_max,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1130,HeapPtr,get_pages_free_direct,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1142,HeapPtr,get_arena_id,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1155,HeapPtr,get_page_empty,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1202,TldPtr,clone,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1223,TldPtr,get_ref,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1236,TldPtr,get_mut,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1250,TldPtr,get_segments_count,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1266,SegmentPtr,clone,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1286,SegmentPtr,is_null,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1293,SegmentPtr,null,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1302,SegmentPtr,get_page_header_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1318,SegmentPtr,get_page_after_end,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1331,SegmentPtr,get_ref,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1352,SegmentPtr,get_main_ref,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1372,SegmentPtr,get_main2_ref,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1381,SegmentPtr,get_commit_mask,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1390,SegmentPtr,get_decommit_mask,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1399,SegmentPtr,get_decommit_expire,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1409,SegmentPtr,get_allow_decommit,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1418,SegmentPtr,get_used,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1426,SegmentPtr,get_abandoned,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1434,SegmentPtr,get_mem_is_pinned,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1449,SegmentPtr,get_segment_kind,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
memory-allocator,verus-lang/verified-memory-allocator,verus-mimalloc/types.rs,1457,SegmentPtr,is_kind_huge,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
