project,fn,representative_type_base,n_type_contexts,source_visibility_any_pub,reduction_status,raw_pub,raw_concrete,raw_abstract,all_reasons,type_bases_sample,source_paths_sample
atmosphere,proc_remove_thread,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,,kernel/verified/process_manager/proc_util_t.rs
atmosphere,proc_to_page,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,,kernel/verified/process_manager/proc_util_t.rs
atmosphere,proc_tree_check_is_ancestor,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/process_manager/process_tree.rs
atmosphere,push,StaticLinkedList,2,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1 | type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base:1,ArrayVec;StaticLinkedList,kernel/verified/array_vec.rs;kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,push_unique,ArrayVec,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,ArrayVec,kernel/verified/array_vec.rs
atmosphere,range_alloc_and_map,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/create_and_map_pages.rs
atmosphere,range_alloc_and_map_io,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/create_and_map_pages.rs
atmosphere,range_create_and_share_mapping,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/create_and_share_pages.rs
atmosphere,remove,StaticLinkedList,2,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1 | type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base:1,ArraySet;StaticLinkedList,kernel/verified/array_set.rs;kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper1,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper2,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper3,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper4,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper5,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper6,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_helper7,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/spec_impl_u.rs
atmosphere,remove_io_mapping_4k,PageAllocator,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_io_mapping_4k_helper1,PageAllocator,1,no,raw_eval_private_not_public_api,priv,concrete_verified_with_assumes,N/A (not pub),raw_eval_private_not_public_api:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_io_mapping_4k_helper2,PageAllocator,1,no,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_io_mapping_4k_helper3,PageAllocator,1,no,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_l2_entry,PageTable,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageTable,kernel/verified/pagetable/pagetable_impl_base.rs
atmosphere,remove_l3_entry,PageTable,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageTable,kernel/verified/pagetable/pagetable_impl_base.rs
atmosphere,remove_l4_entry,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_impl_base.rs
atmosphere,remove_mapping_4k,PageAllocator,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_mapping_4k_helper1,PageAllocator,1,no,raw_eval_private_not_public_api,priv,concrete_verified_with_assumes,N/A (not pub),raw_eval_private_not_public_api:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_mapping_4k_helper2,PageAllocator,1,no,raw_eval_private_not_public_api,priv,concrete_verified_with_assumes,N/A (not pub),raw_eval_private_not_public_api:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,remove_mapping_4k_helper3,PageAllocator,1,no,raw_eval_private_not_public_api,priv,concrete_verified_with_assumes,N/A (not pub),raw_eval_private_not_public_api:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,resolve,PcidAllocator,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PcidAllocator,kernel/verified/pcid_alloc.rs
atmosphere,resolve_iommu_table_mapping,MemoryManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,MemoryManager,kernel/verified/memory_manager/spec_impl.rs
atmosphere,resolve_mapping_4k_l1,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_util.rs
atmosphere,resolve_mapping_4k_l2,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_util.rs
atmosphere,resolve_mapping_4k_l3,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_util.rs
atmosphere,resolve_mapping_l4,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_util.rs
atmosphere,resolve_pagetable_mapping,MemoryManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,MemoryManager,kernel/verified/memory_manager/spec_impl.rs
atmosphere,run_blocked_thread,ProcessManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,ProcessManager,kernel/verified/process_manager/impl_base.rs
atmosphere,schedule_blocked_thread,ProcessManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,ProcessManager,kernel/verified/process_manager/impl_base.rs
atmosphere,schedule_idle_cpu,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/schedule_idle_cpu.rs
atmosphere,schedule_running_thread,ProcessManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,ProcessManager,kernel/verified/process_manager/impl_base.rs
atmosphere,scheduler_pop_head,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/process_manager/container_util_t.rs
atmosphere,scheduler_push_thread,,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,,kernel/verified/process_manager/container_util_t.rs
atmosphere,scheduler_remove_thread,,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,,kernel/verified/process_manager/container_util_t.rs
atmosphere,set,Array,5,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:2 | type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base:3,Array;ArrayVec;PCIBitMap;PageMap;RootTable,kernel/verified/array.rs;kernel/verified/array_vec.rs;kernel/verified/memory_manager/pci_bitmap.rs
atmosphere,set_container_mem_quota_mem_4k,ProcessManager,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,ProcessManager,kernel/verified/process_manager/impl_base.rs
atmosphere,set_dst,TrapFrameOption,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,TrapFrameOption,kernel/verified/trap.rs
atmosphere,set_dst_fast,TrapFrameOption,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,TrapFrameOption,kernel/verified/trap.rs
atmosphere,set_io_mapping,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_ioid,Quota,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Quota,kernel/verified/quota.rs
atmosphere,set_mapping,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_mem_1g,Quota,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Quota,kernel/verified/quota.rs
atmosphere,set_mem_2m,Quota,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Quota,kernel/verified/quota.rs
atmosphere,set_mem_4k,Quota,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Quota,kernel/verified/quota.rs
atmosphere,set_next,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/impl_t.rs
atmosphere,set_owning_container,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_pcid,Quota,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Quota,kernel/verified/quota.rs
atmosphere,set_prev,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/impl_t.rs
atmosphere,set_ref_count,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_rev_pointer,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_self,TrapFrameOption,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,TrapFrameOption,kernel/verified/trap.rs
atmosphere,set_self_fast,Registers,2,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1 | type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base:1,Registers;TrapFrameOption,kernel/verified/trap.rs
atmosphere,set_state,PageAllocator,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,PageAllocator,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,set_to_none,TrapFrameOption,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,TrapFrameOption,kernel/verified/trap.rs
atmosphere,set_value,StaticLinkedList,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,StaticLinkedList,kernel/verified/slinkedlist/impl_t.rs
atmosphere,share_mapping,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/create_and_share_pages.rs
atmosphere,split_2m_pages_to_pages,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/allocator/page_allocator_util_t.rs
atmosphere,split_2m_to_4k,PageAllocator,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageAllocator,kernel/verified/allocator/page_allocator_spec_impl.rs
atmosphere,subtract_mem_4k,Quota,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,Quota,kernel/verified/quota.rs
atmosphere,subtract_new_quota,Quota,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,Quota,kernel/verified/quota.rs
atmosphere,syscall_mmap,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_mmap.rs
atmosphere,syscall_munmap,Kernel,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Kernel,kernel/verified/old/syscall_munmap.rs
atmosphere,syscall_new_container_with_endpoint,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_new_container.rs
atmosphere,syscall_new_endpoint,Kernel,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Kernel,kernel/verified/kernel/syscall_new_endpoint.rs
atmosphere,syscall_new_proc_with_endpoint,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_new_proc.rs
atmosphere,syscall_new_proc_with_endpoint_iommu,Kernel,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Kernel,kernel/verified/kernel/syscall_new_proc_with_iommu.rs
atmosphere,syscall_new_thread,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_new_thread.rs
atmosphere,syscall_new_thread_with_endpoint,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_new_thread_with_endpoint.rs
atmosphere,syscall_receive_empty_block,Kernel,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Kernel,kernel/verified/kernel/syscall_receive_empty.rs
atmosphere,syscall_receive_empty_no_block,Kernel,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,Kernel,kernel/verified/kernel/syscall_receive_empty.rs
atmosphere,syscall_receive_endpoint,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_receive_endpoint.rs
atmosphere,syscall_receive_pages,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_receive_pages.rs
atmosphere,syscall_send_empty_block,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_send_empty.rs
atmosphere,syscall_send_empty_no_block,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_send_empty.rs
atmosphere,syscall_send_empty_try_schedule,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_send_empty_try_schedule.rs
atmosphere,syscall_send_endpoint,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_send_endpoint.rs
atmosphere,syscall_send_pages,Kernel,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,Kernel,kernel/verified/kernel/syscall_send_pages.rs
atmosphere,thread_set_blocking_endpoint_endpoint_ref_scheduler_ref_state_and_ipc_payload,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_current_cpu,,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_endpoint_descriptor,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_error_code,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_state,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_trap_frame_fast,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_set_trap_frame_full,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,thread_to_page,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,,kernel/verified/process_manager/thread_util_t.rs
atmosphere,transfer_idle_cpu,ProcessManager,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,ProcessManager,kernel/verified/process_manager/impl_kill_container.rs
atmosphere,unmap_4k_page,PageTable,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,PageTable,kernel/verified/pagetable/pagetable_impl_base.rs
atmosphere,unwrap,TrapFrameOption,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,TrapFrameOption,kernel/verified/trap.rs
atmosphere,usize2pa,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/pagetable/entry.rs
atmosphere,usize2page_entry,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/pagetable/entry.rs
atmosphere,usize2page_entry_perm,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/pagetable/entry.rs
atmosphere,v2l1index,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,v2l2index,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,v2l3index,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,v2l4index,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va21gindex,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va22mindex,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va2index,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_1g_valid,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_2m_valid,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_4k_range_valid,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_4k_valid,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_add_range,,1,yes,included_in_pub_eval_raw,pub,concrete_verified_clean,verified,included_in_pub_eval_raw:1,,kernel/verified/util/page_ptr_util_u.rs
atmosphere,va_range_disjoint,,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,kernel/verified/va_range.rs
atmosphere,zeroed_none,TrapFrameOption,1,yes,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,TrapFrameOption,kernel/verified/trap.rs
ironkv,_is_marshalable,,1,no,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks:1,,ironsht/src/marshal_v.rs
ironkv,above,KeyIterator,1,no,raw_eval_private_not_public_api,priv,concrete_verified_clean,N/A (not pub),raw_eval_private_not_public_api:1,KeyIterator,ironsht/src/delegation_map_v.rs
ironkv,bulk_remove,CKeyHashMap,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,CKeyHashMap,ironsht/src/hashmap_t.rs
ironkv,bulk_update,CKeyHashMap,1,yes,included_in_pub_eval_raw,pub,concrete_failed,N/A (failed),included_in_pub_eval_raw:1,CKeyHashMap,ironsht/src/hashmap_t.rs
ironkv,cack_state_swap,CSendState,1,yes,included_in_pub_eval_raw,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),included_in_pub_eval_raw:1,CSendState,ironsht/src/single_delivery_state_v.rs
