project,fn,representative_type_base,source_visibility_any_pub,source_paths_sample,content_check_class,explanation,unverified_definition_files_sample,unverified_mention_only_files_sample,verified_definition_files_sample,verified_mention_only_files_sample
ironkv,clone_arg,,yes,ironsht/src/args_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,clone_option_end_point,,yes,ironsht/src/seq_is_unique_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,clone_value,CMessage,yes,ironsht/src/cmessage_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,cmp,,no,ironsht/src/keys_t.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,delegation_map_v__impl1_insert.rs;delegation_map_v__impl3__find_key.rs;delegation_map_v__impl3__greatest_lower_bound_index.rs;delegation_map_v__impl4__range_consistent_impl.rs;delegation_map_v__impl4__set.rs,,delegation_map_v/delegation_map_v__impl1_insert.rs;delegation_map_v/delegation_map_v__impl3__find_key.rs;delegation_map_v/delegation_map_v__impl3__greatest_lower_bound_index.rs;delegation_map_v/delegation_map_v__impl4__range_consistent_impl.rs;delegation_map_v/delegation_map_v__impl4__set.rs,
ironkv,contains_exec,KeyRange,yes,ironsht/src/keys_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,deserialize,,no,ironsht/src/marshal_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_ironsht_specific_v__impl2__deserialize.rs;marshal_v__impl0__deserialize.rs;marshal_v__impl4__deserialize.rs,,marshal_ironsht_specific_v/marshal_ironsht_specific_v__impl2__deserialize.rs;marshal_v/marshal_v__impl0__deserialize.rs;marshal_v/marshal_v__impl4__deserialize.rs,
ironkv,filter,CKeyHashMap,yes,ironsht/src/hashmap_t.rs,mentioned_in_unverified_files_only,"Function name appears in unverified task files, but not as a fn definition/signature.",,host_impl_v__impl2__deliver_packet_seq.rs;host_impl_v__impl2__host_noreceive_noclock_next.rs;host_impl_v__impl2__process_received_packet_next.rs;host_impl_v__impl2__real_next_impl.rs;host_impl_v__impl2__receive_packet_next.rs;host_impl_v__make_empty_event_results.rs;verus_extra__lemma_filter_skip_rejected.rs;verus_extra__lemma_if_everything_in_seq_satisfies_filter_then_filter_is_identity.rs,,host_impl_v/host_impl_v__impl2__deliver_packet_seq.rs;host_impl_v/host_impl_v__impl2__host_noreceive_noclock_next.rs;host_impl_v/host_impl_v__impl2__process_received_packet_next.rs;host_impl_v/host_impl_v__impl2__real_next_impl.rs;host_impl_v/host_impl_v__impl2__receive_packet_next.rs;host_impl_v/host_impl_v__make_empty_event_results.rs;verus_extra/verus_extra__lemma_filter_skip_rejected.rs;verus_extra/verus_extra__lemma_if_everything_in_seq_satisfies_filter_then_filter_is_identity.rs
ironkv,get_time,NetClient,yes,ironsht/src/io_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,greatest_lower_bound,StrictlyOrderedMap,no,ironsht/src/delegation_map_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,init_impl,HostState,yes,ironsht/src/host_impl_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_ge,Ordering,yes,ironsht/src/delegation_map_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_gt,Ordering,yes,ironsht/src/delegation_map_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_key_valid,,yes,ironsht/src/cmessage_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_le,Ordering,yes,ironsht/src/delegation_map_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_lt,Ordering,yes,ironsht/src/delegation_map_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,delegation_map_v__impl1_insert.rs;delegation_map_v__impl3__greatest_lower_bound_index.rs;delegation_map_v__impl3__keys_in_index_range_agree.rs;delegation_map_v__impl4__range_consistent_impl.rs;delegation_map_v__impl4__set.rs,,delegation_map_v/delegation_map_v__impl1_insert.rs;delegation_map_v/delegation_map_v__impl3__greatest_lower_bound_index.rs;delegation_map_v/delegation_map_v__impl3__keys_in_index_range_agree.rs;delegation_map_v/delegation_map_v__impl4__range_consistent_impl.rs;delegation_map_v/delegation_map_v__impl4__set.rs,
ironkv,is_marshallable,CSingleMessage,yes,ironsht/src/cmessage_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_ne,Ordering,yes,ironsht/src/delegation_map_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,is_value_valid,,yes,ironsht/src/cmessage_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,lemma_from_vec,CKeyHashMap,yes,ironsht/src/hashmap_t.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_ironsht_specific_v__impl2__deserialize.rs,,marshal_ironsht_specific_v/marshal_ironsht_specific_v__impl2__deserialize.rs,
ironkv,lemma_to_vec,CKeyHashMap,yes,ironsht/src/hashmap_t.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_ironsht_specific_v__lemma_is_marshalable_CKeyHashMap.rs,,marshal_ironsht_specific_v/marshal_ironsht_specific_v__lemma_is_marshalable_CKeyHashMap.rs,
ironkv,lemma_to_vec_view,CKeyHashMap,yes,ironsht/src/hashmap_t.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_ironsht_specific_v__impl2__lemma_same_views_serialize_the_same.rs;marshal_ironsht_specific_v__impl2__lemma_serialization_is_not_a_prefix_of.rs,,marshal_ironsht_specific_v/marshal_ironsht_specific_v__impl2__lemma_same_views_serialize_the_same.rs;marshal_ironsht_specific_v/marshal_ironsht_specific_v__impl2__lemma_serialization_is_not_a_prefix_of.rs,
ironkv,lt,KeyIterator,yes,ironsht/src/delegation_map_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,delegation_map_v__impl1_erase.rs;delegation_map_v__impl1_insert.rs;delegation_map_v__impl1_remove.rs;delegation_map_v__impl1_set.rs;delegation_map_v__impl1_to_set.rs;delegation_map_v__impl3__choose_gap_violator.rs;delegation_map_v__impl3__erase.rs;delegation_map_v__impl3__find_key.rs,,delegation_map_v/delegation_map_v__impl1_erase.rs;delegation_map_v/delegation_map_v__impl1_insert.rs;delegation_map_v/delegation_map_v__impl1_remove.rs;delegation_map_v/delegation_map_v__impl1_set.rs;delegation_map_v/delegation_map_v__impl1_to_set.rs;delegation_map_v/delegation_map_v__impl3__choose_gap_violator.rs;delegation_map_v/delegation_map_v__impl3__erase.rs;delegation_map_v/delegation_map_v__impl3__find_key.rs,
ironkv,new_impl,CSingleDelivery,yes,ironsht/src/single_delivery_model_v.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,next_impl,HostState,yes,ironsht/src/host_impl_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,reset,NetClient,yes,ironsht/src/io_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,send_internal_wrapper,NetClient,yes,ironsht/src/io_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,serialize,,no,ironsht/src/marshal_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_v__impl0__serialize.rs;marshal_v__impl2__serialize.rs;marshal_v__impl3__serialize.rs;marshal_v__impl4__serialize.rs;net_sht_v__send_packet-poly.rs,,marshal_v/marshal_v__impl0__serialize.rs;marshal_v/marshal_v__impl2__serialize.rs;marshal_v/marshal_v__impl3__serialize.rs;marshal_v/marshal_v__impl4__serialize.rs;net_sht_v/net_sht_v__send_packet-poly.rs,
ironkv,serialized_size,,no,ironsht/src/marshal_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_v__impl0__serialized_size.rs;marshal_v__impl4__is_marshalable.rs;marshal_v__impl4__serialized_size.rs,,marshal_v/marshal_v__impl0__serialized_size.rs;marshal_v/marshal_v__impl4__is_marshalable.rs;marshal_v/marshal_v__impl4__serialized_size.rs,
ironkv,sorted_keys,,yes,ironsht/src/marshal_ironsht_specific_v.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,marshal_ironsht_specific_v__impl2__deserialize.rs;marshal_ironsht_specific_v__sorted_keys.rs,,marshal_ironsht_specific_v/marshal_ironsht_specific_v__impl2__deserialize.rs;marshal_ironsht_specific_v/marshal_ironsht_specific_v__sorted_keys.rs,
ironkv,swap,HashMap,yes,ironsht/src/endpoint_hashmap_t.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
ironkv,valid,CKeyHashMap,yes,ironsht/src/hashmap_t.rs,defined_in_unverified_files,Function has a fn definition/signature in one or more unverified task files.,delegation_map_v__impl1_erase.rs;delegation_map_v__impl1_insert.rs;delegation_map_v__impl1_remove.rs;delegation_map_v__impl1_set.rs;delegation_map_v__impl1_to_set.rs;delegation_map_v__impl3__erase.rs;delegation_map_v__impl3__find_key.rs;delegation_map_v__impl3__greatest_lower_bound_index.rs,,delegation_map_v/delegation_map_v__impl1_erase.rs;delegation_map_v/delegation_map_v__impl1_insert.rs;delegation_map_v/delegation_map_v__impl1_remove.rs;delegation_map_v/delegation_map_v__impl1_set.rs;delegation_map_v/delegation_map_v__impl1_to_set.rs;delegation_map_v/delegation_map_v__impl3__erase.rs;delegation_map_v/delegation_map_v__impl3__find_key.rs;delegation_map_v/delegation_map_v__impl3__greatest_lower_bound_index.rs,
memory-allocator,add_offset,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,add_offset_and_check,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,append,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,arena_alloc_aligned,,yes,verus-mimalloc/arena.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,bin,,yes,verus-mimalloc/bin_sizes.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,block_write_ptr,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,bound_on_1_lists,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,bound_on_2_lists,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,calculate_page_ptr_subtract_offset,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,calculate_page_start,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,calculate_segment_ptr_from_block,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,calculate_slice_page_ptr_from_block,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,calculate_start_offset,,yes,verus-mimalloc/layout.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,check_is_good,ThreadLLWithDelayBits,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,clone,PageQueue,no,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,count_size_overflow,,yes,verus-mimalloc/lib.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,disable,ThreadLLWithDelayBits,yes,verus-mimalloc/linked_list.rs;verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,enable,ThreadLLWithDelayBits,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,find_free_page,,no,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,find_page,,yes,verus-mimalloc/page.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,free,,yes,verus-mimalloc/free.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,free_block,,no,verus-mimalloc/free.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,free_block_mt,,no,verus-mimalloc/free.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,free_delayed_block,,yes,verus-mimalloc/free.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,free_generic,,no,verus-mimalloc/free.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_abandoned,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_allow_decommit,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_arena_id,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_block_size,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_commit_mask,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_count,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_decommit_expire,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_decommit_mask,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_has_aligned,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_heap,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_in_full,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_index,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_inner_ref,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_inner_ref_maybe_empty,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_is_committed,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_is_reset,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_is_zero,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_is_zero_init,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_main2_ref,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_main_ref,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_mem_is_pinned,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_mut,TldPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_next,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_after_end,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_count,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_empty,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_header_ptr,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_retired_max,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_retired_min,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_page_size,,yes,verus-mimalloc/os_mem.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_pages,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_pages_free_direct,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_prev,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_ref,HeapPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_retire_expire,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_segment_kind,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_segments_count,TldPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,get_used,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_delayed_free_partial,,no,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_get_free_small_page,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_init,,yes,verus-mimalloc/init.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_malloc,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_malloc_small_zero,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_malloc_zero,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_malloc_zero_ex,,yes,verus-mimalloc/alloc_fast.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,heap_queue_first_update,,no,verus-mimalloc/queues.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,init_empty_page_ptr,,no,verus-mimalloc/init.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,insert_block,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,is_gt_0th_slice,PagePtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,is_kind_huge,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,is_null,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,make_empty,LL,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,malloc_generic,,yes,verus-mimalloc/alloc_generic.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_get_delay,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_get_is_use_delayed,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_get_ptr,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_set_delay,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_set_freeing,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,masked_ptr_delay_set_ptr,,yes,verus-mimalloc/linked_list.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,mmap_prot_none,,yes,verus-mimalloc/os_mem.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,mmap_prot_read_write,,yes,verus-mimalloc/os_mem.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,mprotect_prot_none,,yes,verus-mimalloc/os_mem.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,mprotect_prot_read_write,,yes,verus-mimalloc/os_mem.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,new,LL,yes,verus-mimalloc/linked_list.rs,mentioned_in_unverified_files_only,"Function name appears in unverified task files, but not as a fn definition/signature.",,commit_mask__impl__all_set.rs;commit_mask__impl__any_set.rs;commit_mask__impl__clear.rs;commit_mask__impl__create.rs;commit_mask__impl__create_empty.rs;commit_mask__impl__create_full.rs;commit_mask__impl__create_intersect.rs;commit_mask__impl__empty.rs,,commit_mask/commit_mask__impl__all_set.rs;commit_mask/commit_mask__impl__any_set.rs;commit_mask/commit_mask__impl__clear.rs;commit_mask/commit_mask__impl__create.rs;commit_mask/commit_mask__impl__create_empty.rs;commit_mask/commit_mask__impl__create_full.rs;commit_mask/commit_mask__impl__create_intersect.rs;commit_mask/commit_mask__impl__empty.rs
memory-allocator,not_full_nor_aligned,PageInner,yes,verus-mimalloc/flags.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,null,SegmentPtr,yes,verus-mimalloc/types.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_alloc_aligned,,yes,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
memory-allocator,os_alloc_aligned_offset,,yes,verus-mimalloc/os_alloc.rs,source_repo_only_no_task_content_match,Function was found in the cloned source repo scan but not in VeruSAGE source-project task file contents.,,,,
